Model Name,Vendor,Type,Column 11,Link,Description,Founder,Year,Recording notes,Artists,Clone Notes
Uberkab,Bogner,Amp & Cab,Amp & Cab,,"4x12"" straight, closed-back speaker cabinet designed for high-gain,, notably the Uberschall and Twin Jet heads. It features a 210-watt RMS power handling, 16-ohm impedance, and a unique ""X-pattern"" load of two Celestion Vintage 30s and two Celestion G12T-75s (by default) NOTE: If Speakers aren't specified in the effect, then this is the default setup. ",,,,,
Uberschall,Bogner,Amp & Cab,Amp & Cab,Bogner Amps,"(100-150W) 2ch (clean/crunch and ultra hihg-gain)  high-gain amp w/ 6 x 12AX7 preamp tubes. 150W uses 4 x KT88 tubes, others use 4 x EL34s.  ",,,designed for heavy metal,,
214C Vienna Concert,Bosendorfer,Keyboard,Keyboard,,"7' concert grand piano. (Due to compact size, it's more its the choice of many recording studios, music chambers and smaller venues) ",,,"Balanced, rich sound. Similar to larger 280VC, but more refined and better balanced. Equally ""at home"" in classical and contemporary genres",,
280 Vienna Concert,Bosendorfer,Keyboard,Keyboard,,9' concert grand piano also known as the COncert Grand 280VC,,1828,"Can convey darker moods while conserving the warm musicality associated w/ Viennese music. ""Viennese sound"" . Broad toal spectrum, easier playability and wide dynamics w/o neglecting hte richness of partial notes. ","Vienna Philharmonic Orchestra, Vladimir Horowitz",
AC3 Acoustic Simulator,BOSS (Roland) ,"Amp & Cab, Stomp","Amp & Cab, Stomp",AC-3 Acoustic Simulator,,,,,,
AW2 Auto Wah,BOSS (Roland) ,"Modulation, Stomp","Modulation, Stomp",,,,,,,
BD2 Blues Driver,BOSS (Roland) ,Harmonic Coloration,Harmonic Coloration,BD-2 Blues Driver,,,,,,
CE-1 Chorus Ensemble,BOSS (Roland) ,"Modulation, Stomp","Modulation, Stomp",CE-1,"A model of a classic bucked-brigade analog Chorus/Vibrato unit. It provides both analog Chorus and analog Vibrato effects, ",,1976,"when in Chorus mode the modulation will be lush and slow, when in Vibrato effect the modulation will be faster and more noticeable. ",,
CE-2 Chorus Ensemble,BOSS (Roland) ,"Modulation, Stomp","Modulation, Stomp",CE-2W,"(CE-2 is the model, I'm just providing the docs for the CE-2W which is a modern reissue)",,,,,
CS-1 Compression Sustainer,BOSS (Roland) ,"Dynamics, Stomp","Dynamics, Stomp",,"vintage, Japanese-made optical compressor ",,1978-82,"musical / transparent. known for its heavy, ""squashy"" compression and bright, punchy tone. Warm, subtle compression with soft attack and minimal squash; feels more like gentle leveling than an effect",,
CS-3 Compression Sustainer,BOSS (Roland) ,"Dynamics, Stomp","Dynamics, Stomp",CS-3 Compression Sustainer,,,1986,"obvious/control-heavy.Cleaner, brighter, and more aggressive compression with noticeable squash and higher noise potential.",,
DD3 Digital Delay,BOSS (Roland) ,"Delay, Stomp","Delay, Stomp",DD3 Digital Delay,,,,,Slash,
DD7 Digital Delay,BOSS (Roland) ,"Delay, Stomp","Delay, Stomp",DD7 Digital Delay,,,,,,
DF-2 Super Feedbacker & Distortion,BOSS (Roland) ,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",,"unique vintage pedal combining a Boss DS-1-style distortion with an active, footswitch-activated, artificial harmonic feedbacker",,1984-94,,,
DM-2,BOSS (Roland) ,"Delay, Stomp","Delay, Stomp",DM-2 Delay,BBD (Bucket Brigade Device) ,,1981-84,,,
DM-3,BOSS (Roland) ,"Delay, Stomp","Delay, Stomp",,BBD (Bucket Brigade Device) ,,1984-86,,,
DS-1 Distortion,BOSS (Roland) ,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",DS-1 Distortion,,,,,Joe Satriani (played the early 1980's Japanese Version),
DS-2 Turbo Distortion,BOSS (Roland) ,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",DS-2 Turbo Distortion,"Turbo I offers versatile saturation with enhanced low end and midrange
Turbo II delivers harmonically rich distortion with a pronounced mid boost",,,,,
FRV-1 Fender Reverb,BOSS (Roland) ,"Reverb, Stomp","Reverb, Stomp",FRV-1 Fender Reverb,Emulates sound of 1963 Fender Spring Reverb (Boss 6G15 Reverb Unit) ,,,,,
FZ-2 Hyper Fuzz,BOSS (Roland) ,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",,,,1993-97,"thick, doom-metal tones and versatility. two distinct, heavy fuzz modes (mid-boosted and mid-scooped) based on the Univox Super Fuzz circuit",,
FZ-5 Fuzz,BOSS (Roland) ,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",FZ-5 Fuzz,"Mode F (Fuzz Face): Models a Germanium-transistor Fuzz Face, known for a full, warm low end that cleans up well with the guitar's volume knob.
Mode M (Maestro Fuzz Tone): Models an early 1960s Maestro FZ-1A, known for a cutting midrange and raw, aggressive tone.
Mode O (Octavia): Models an Octavia-style circuit, which produces high-octave overtones, similar to vintage Hendrix-style tones. ",,,,,
GE-7 Equalizer,BOSS (Roland) ,"EQ, Stomp","EQ, Stomp",GE-7 Equalizer,,,,,,
HM-2 Heavy Metal,BOSS (Roland) ,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",,,,1983-91,"famous for its extreme ""chainsaw"" tone, especially in Swedish death metal",,
HM-3 Hyper Metal,BOSS (Roland) ,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",,,,1983-91,"famous for its extreme ""chainsaw"" tone, especially in Swedish death metal",,
MT-2 Metal Zone,BOSS (Roland) ,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",MT-2 Metal Zone,,,,,,
NS-2 Noise Suppressor,BOSS (Roland) ,"Dynamics, Stomp","Dynamics, Stomp",NS-2 Noise Suppressor,,,,,,
OC-2 Octave,BOSS (Roland) ,"Pitch Tools, Stomp","Pitch Tools, Stomp",OC-2 Octave,,,,,,
OD-1 Overdrive,BOSS (Roland) ,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",,"legendary, pioneering overdrive pedal released in 1977 as the first in Boss's compact series, featuring asymmetrical clipping for a distinct, gritty, mid-range focused tone",,1977-85,,Joe Satriani (played the early 1980's Japanese Version),
OD-3 OverDrive,BOSS (Roland) ,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",OD-3 OverDrive,,,,,,
PH-2 Super Phaser,BOSS (Roland) ,"Modulation, Stomp","Modulation, Stomp",,"12-stage analog phaser pedal known for its intense, deep, and ""vintage-voiced"" modulation, often utilizing specialized, sought-after IC chips. It features Rate, Depth, and Resonance controls with two distinct modes (Mode I: 10-stage, Mode II: 12-stage) for versatile, swirling effects that can go from subtle to very deep",,1984-2001,,,
PN-2 Tremolo/Pan,BOSS (Roland) ,"Modulation, Spatial Processing, Stomp","Modulation, Spatial Processing, Stomp",,"rare, sought-after vintage guitar pedal from the early 1990s, known for its unique stereo tremolo and panning effects with triangle and square wave options, offering a desirable sound for '90s shoegaze and other styles",,1990-95,,,
PQ-4 Parametric Equalizer,BOSS (Roland) ,"EQ, Stomp","EQ, Stomp",,"4-band pedal designed for precise tone shaping, featuring Low, High, Middle, and Presence controls",,1991-96,,,
RV-3 Digital Reverb/Delay,BOSS (Roland) ,"Delay, Reverb, Stomp","Delay, Reverb, Stomp",RV-3 Digital Reverb/Delay,,,,,,
SD-1 Super OverDrive,BOSS (Roland) ,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",SD-1 Super OverDrive,,,,,Gus G,
SL-20 Slicer,BOSS (Roland) ,"Modulation, Stomp","Modulation, Stomp",SL-20 Slicer,"Instantly transform a guitar, bass, keyboard, or vocal into a pulsating groove instrument. Choose from 50 onboard Slice patterns or experiment with the SL-20’s innovative Harmonic Slicer feature, which generates percussive melodies, Loop Record, and unique 3D Panning.",,,,,
TW-1 Touch Wah,BOSS (Roland) ,"Modulation, Stomp","Modulation, Stomp",,(also known as the T-Wah or T-Wah Tigua) is a vintage 1980s Japanese-made analog envelope filter/auto-wah pedal,,,,,
VB-2 Vibrato,BOSS (Roland) ,"Pitch Tools, Stomp","Pitch Tools, Stomp",,"Offers three modes: LATCH (on/off with a press), UNLATCH (effect only active while pressed), and BYPASS (signal completely removed from the effect circuitry).",,1982-86,,,
Valvet,Brauner,Microphone,Microphone,Brauner Valvet,tube condenser,,,Precise and natural sounding studio mic; guitar,,
VM1,Brauner,Microphone,Microphone,Brauner VM1,tube,,,,,
Red Special,Brian May,Harmonic Coloration,Harmonic Coloration,,Modeled after Brian May Red Special Guitar (built by him and his dad) ,Brian May,,,,
Type 4007,Bruel & Kjaer,Microphone,Microphone,"Type 4007
Type 4007 / DPA","(Referred to as Prepolarized rather than ""Electret"") omnidirectional small electret condenser. ",,,,,
DPR-402,BSS Audio,Dynamics,Dynamics,DPR-402,"2-channel compressor/limiter, HF and wide band de-esser w/ peak limiting, adjustable speed, dynamics program manipulation",,1980s,"punchy explosive signature sound for drum machines in 80s. [Dance pop, electronic, hip-hop]",,
Music Easel,Buchla,Synth / Samplers,Synth / Samplers,Music Easel,"First semi-modular synth. Wavefolding, ""West Coast synth"" ",Don Buchla,1972,,,
2x12 Open Back,Budda,Amp & Cab,Amp & Cab,2x12 Open Back,"2x12 150W cab Custom ""Budda Phat"" 1x12",,,,,
Superdrive 30 Series II,Budda,Amp & Cab,Amp & Cab,Superdrive 30 Series II,"Dual Class 2x12 Combao Amp. 12AX7 (3); 5u4 rectifier (1); EL84 (2) 3-band EQ; Default Driver: Custom ""Budda Phat"" 1x12",,,,,
C400S,CAD,Microphone,Microphone,C400S,large cardioid condenser mic w/ a transformer-based circuit,,,,,
D90,CAD,Microphone,Microphone,D90,supercardioid dynamic handheld mic,,,vocals; instruments,,
E100,CAD,Microphone,Microphone,Equitek E100,"multi-purpose studio condenser microphone, with an electret capsule. Equitek (op-amp transformerless amp circuit) ",,,neutral sound profile,,
E200,CAD,Microphone,Microphone,Equitek E200,"large dual diaphragm multi-pattern condenser microphone designed for broadcast and recording applications, Equitek (op-amp transformerless amp circuit) ",,,,,
E350,CAD,Microphone,Microphone,Equitek E350,"revised version of the E-300 multipattern condenser. Both mics offered three polar patterns, a large-diaphragm capsule. Equitek (op-amp transformerless amp circuit) ",,,,,
VSM1,CAD,Microphone,Microphone,VSM1,"""Single Valve Condenser"" ;  fixed-cardioid condenser microphone with a large-diameter capsule and a hybrid tube/solid-state amplifier circuit described at the time as “servo-valve technology.",,,,,
CM5511,Capitol Studios,Dynamics,Dynamics,,"""Capitol Mastering Compressor"" Legendary handbuilt tube mastering compressor. Inspired by Fairchild 670 and Gates Sta-Level tube limiters",,,,"Capitol, Motown, Geffen, Blue NOte. Black Sabbath, Demi Lovato",
Capitol Chambers,Capitol Tower (Los Angeles) ,Studio,Studio,Capitol Studios,,"Les Paul, Bill Putnam",1940s/50s,,,
Meteore Lo-Fi Reverb,Caroline,"Reverb, Stomp","Reverb, Stomp",Meteore Lo-Fi Reverb,,,,,,
G12-60,Carvin,Amp & Cab,Amp & Cab,,"12"", 100W 16 ohm. Comonly used in 412VT cab or 112V/E Cabs. ",,,"High power handling. Clean, tight tone",,
Legacy VL100,Carvin,Amp & Cab,Amp & Cab,Carvin Legacy VL,"Designed for Steve Vai; 100W, 2ch. 4 x EL34, 4 x 12AX7. ",Steve Vai,,"creamy overdrive, pristine cleans. ",Steve Vai,
Legacy VLD1,Carvin,"Preamps & DI, Stomp, Harmonic Coloration, EQ","EQ, Harmonic Coloration, Preamps & DI, Stomp",Legacy VLD1,"2 x 12AX7 preamp tubes. Legacy (Over)drive tube pedal. 3 modes: Clean Legacy (Green), Lead Legacy (Red), High Gain Legacy (Yellow) ",Steve Vai,,,Steve Vai,
BR12 British Series 12,Carvin,Amp & Cab,Amp & Cab,,"12"" Carvin speakers",,,,,
212V,Carvin,Amp & Cab,Amp & Cab,Carvin Manuals,2x12 extension cabinet; Carvin BR12 Speakers,,,,,
V3M,Carvin,Amp & Cab,Amp & Cab,Carvin Manuals,"50W 3 ch (clean, soak1, soak2),  4 x EL34, 4 x 12AX7. EQ",,,pristine cleans to heavy high-gain distortion w/ significant tonal shaping,,
CZ-1000,Casio,Synth / Samplers,Synth / Samplers,Casio CZ Synthesizers,Casio Phase Distortion synths. Bright digital tones.,,1980s,,,
CZ-101,Casio,Synth / Samplers,Synth / Samplers,Casio CZ Synthesizers,Casio Phase Distortion synths. Bright digital tones.,,1980s,,,
Tribute,Catalinbread,"Harmonic Coloration, Stomp, EQ","EQ, Harmonic Coloration, Stomp",Catalinbread Tribute,Overdrive w/ PEQ,,,,,
100,Celestion,Amp & Cab,Amp & Cab,100,"G12 T652 B025 ""World's first purpose built guitar speaker""",,,,,
A-Type,Celestion,Amp & Cab,Amp & Cab,A-Type,12-inch 50W guitar speaker (12-50),,,,,
Blue,Celestion,Amp & Cab,Amp & Cab,G12 Blue,"12-inch, Alnico 15W speaker. Modern Blue Bulldogs. ",,,"Brighter and with more chime, clarity, and jangle than vintage blue.",Brian May,
Blue Bulldog,Celestion,Amp & Cab,Amp & Cab,Blue Bulldog,"12""; 15W. CT3757, G12 Alnico Blue T530.  First dedicated guitar speaker used in Marshall and Vox amps. ",,1950s,Classic speaker with more high end and chime.,,
C90,Celestion,Amp & Cab,Amp & Cab,Celestion Custom 90,12-inch speakers made specifically for Mesa/Boogie amplifiers. ,,,,,
Classic Lead 80,Celestion,Amp & Cab,Amp & Cab,Classic Lead 80,"(G12-80) 12"" guitar speaker w/ fibreglass voice coil",,,,,
"G10 ""Red Back""",Celestion,Amp & Cab,Amp & Cab,,"T7442. Rare 10"" Pulsonic Speaker used in Marshall 1990 Lead",,1960s-70s,,,
G10 Vintage,Celestion,Amp & Cab,Amp & Cab,G10 Vintage,"10"", 60W, ceramic magnet",,,,,
G12 Century Vintage (Legacy) ,Celestion,Amp & Cab,Amp & Cab,G12 Century Vintage,"12"" 60W, pressed steel Neodymium magnet",,,,,
G12 EVH,Celestion,Amp & Cab,Amp & Cab,G12 EVH,"12""/20W Guitar speaker based on the Heritage Series G12M Greenback (Designed specifically for the Fender EVH series) ",,,,,
G12-50GL Lynchback,Celestion,Amp & Cab,Amp & Cab,G12-50GL Lynchback,"12"" legacy ceramic guitar speaker; 50W",,,,,
G12-65,Celestion,Amp & Cab,Amp & Cab,Heritage Series G12-65,12-inch guitar speaker designed for 4x12 cabs,,,,,
G12-65B,Celestion,Amp & Cab,Amp & Cab,Two Rock Cabs,TR Series 12-inch 100W speakers designed/tuned specifically for Two-Rock Cabinets. ,,,,,
G12H (55),Celestion,Amp & Cab,Amp & Cab,G12H-30 (55) Heritage,12-inch classic rock guitar speaker (30W) BASS cone,,,,Jimi Hendrix,
G12H (75),Celestion,Amp & Cab,Amp & Cab,G12H-30 (75) Heritage,12-inch classic rock guitar speaker (30W) LEAD cone,,,"more midrange honk and tamer highs, thicker when used with distortion.",,
G12H Anniversary,Celestion,Amp & Cab,Amp & Cab,G12H Anniversary,12-inch classic rock guitar speaker; 30W ,,,,,
G12H-100,Celestion,Amp & Cab,Amp & Cab,,"12"";100W",,1980s-90s,"famous for handling high-gain / high-power situations while maintaining clear, articulate tones. ""throaty"" strong mid-range, strong bass, detailed highs. [classic rock; modern rock]",,
G12H-150 Redback,Celestion,Amp & Cab,Amp & Cab,G12H-150 Redback,12-inch 150W guitar speaker with 2-inch voice coil,,1980s-90s,"famous for handling high-gain / high-power situations while maintaining clear, articulate tones. ""throaty"" strong mid-range, strong bass, detailed highs. [classic rock; modern rock]",,
G12H-75 Creamback,Celestion,Amp & Cab,Amp & Cab,G12H-75 Creamback,12-inch steel-chassis guitar speaker (75W),,,,,
G12K-100,Celestion,Amp & Cab,Amp & Cab,G12K-100,12-inch rock guitar speaker (100W),,,,,
G12M (55) Blackback,Celestion,Amp & Cab,Amp & Cab,G12M (55) Heritage Series Blackbacks,12-inch rock guitar speaker (25W) (T1511 is the most famous version) bass cone,,,"massive bottom-end, rock-hard mid-range and restrained top-end make this ideal for modern high-gain tones.",,
G12M (Legacy),Celestion,Amp & Cab,Amp & Cab,G12M-20 Legacy Pre-Greenback,12-inch 20W early greenbacks. ,,,,,
G12M Greenback,Celestion,Amp & Cab,Amp & Cab,"G12M Greenback
Vintage Celestion Greenback",12-inch classic rock guitar speaker (25W) LEAD Cone.,,,More forgiving (warmer and more saturated) than the modern G12T-75s,Angus Young,
G12M-65,Celestion,Amp & Cab,Amp & Cab,G12M-65 Creamback,"12"" vintage-toned guitar speaker. ",,,,"Jimi Hendrix, Eric Clapton, Jeff Beck, Jimmy Page",
G12T-75,Celestion,Amp & Cab,Amp & Cab,G12T-75,"12"" guitar speakers",,,,"Yngwie Malmsteen, Joe Satriani",
Gold ,Celestion,Amp & Cab,Amp & Cab,Gold,"12""inch alnico guitar speaker. ",,,,,
JB-85,Celestion,Amp & Cab,Amp & Cab,,"12"" / 85W. Designed specifically for Joe Bonasmassa for his signature Fender Tweed; and Fuchs JB-ODS Amps",,,Described as modified Celestion Classic Leads. ,Joe Bonamassa,
