Name,Manufacturer,Category,Sorted Category,Tags,Sorted Tags,Parent,Model,Series / Collection,Plugin Notes,Workflow Notes,Recording Notes,Form Factor,Format,Version,,,,,,,,,
TransX Wide,Waves,"Dynamics, EQ","Dynamics, EQ",,,,,,wideband transient shaper (single track/instrument),,LOW DSP,Plugin,AU,16.7.33,,,,,,,,,
Tune LT,Waves,Pitch,Pitch,LOW DSP,LOW DSP,,,,Pitch shifting / correction,,LOW DSP,Plugin,AU,16.7.33,,,,,,,,,
PS22 Spread(10),Waves,Spatial Imaging,Spatial Imaging,LOW DSP,LOW DSP,,,,smoothes stereo imaging across stereo stage,,LOW DSP ,Plugin,AU,16.7.33,,,,,,,,,
L3-LL Ultra,Waves,"Dynamics, EQ","Dynamics, EQ",Mastering,Mastering,,,,5-band peak limiter for finalizing (i.e. after the master fader and not before other plugins). - level optimization is AUTOMATED,,LOW LATENCY Version of L3 (Real time / tracking),Plugin,AU,16.7.33,,,,,,,,,
Tune Real-Time,Waves,Pitch,Pitch,,,,,,Pitch shifting / correction (RealTime),,Not just for live performances,Plugin,AU,16.7.33,,,,,,,,,
L2,Waves,Dynamics,Dynamics,Mastering,Mastering,,,,No sidechain,,"Supercedes L1
cleaner/smoother, 48-bit, more natural, professional quality mastering",Plugin,AU,16.7.33,,,,,,,,,
L2-SC,Waves,Dynamics,Dynamics,Mastering,Mastering,,,,Includes sidechain,,"Supercedes L1
cleaner/smoother, 48-bit, more natural, professional quality mastering",Plugin,AU,16.7.33,,,,,,,,,
L316,Waves,"Dynamics, EQ","Dynamics, EQ",Mastering,Mastering,,,,16-band auto-summing peak limiter for finalizing (i.e. after the master fader and not before other plugins). Provides full manual parametric control over per band Gain (corrective EQ),,Supercedes L3,Plugin,AU,16.7.33,,,,,,,,,
L3-LL Multi,Waves,"Dynamics, EQ","Dynamics, EQ",Mastering,Mastering,,,,16-band auto-summing peak limiter for finalizing (i.e. after the master fader and not before other plugins). Provides full manual parametric control over per band Gain (corrective EQ),,"Supercedes L3
LOW LATENCY Version of L3-16 (Real time / tracking)",Plugin,AU,16.7.33,,,,,,,,,
PuigChild 670,Waves,Dynamics,Dynamics,"Mastering, Modeled","Mastering, Modeled",,Fairchild 670 Limiting Amplifier,Jack Puig,modeled after specific unit; likely customized,Fairchild 670 ALT (Tone),Unit was likely modified. More pronounced midrange. (Less faithful recreation),Plugin,AU,16.7.33,,,,,,,,,
"15"" ClosedBack",Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",GTR Amp,Fender Showman,,,Fender Showman ALT (Tone),,,,,,,,,,,,,
4x12 Britt,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",GTR Amp,Orange PPC412,,4x12 CAB,Orange PPC412 ALT(Tone),,,,,,,,,,,,,
4x12 Inferno,Waves,Amp & Cab,Amp & Cab,Guitar,Guitar,GTR Amp,,,4x12 CAB,,,,,,,,,,,,,,
Acme 2x10 OpenBack,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",GTR Amp,Fender '65 Vibrolux Reverb,,2x10 Openback Eminence Copperhead,Fender '65 Vibrolux Reverb ALT (Tone),,,,,,,,,,,,,
Acme 4x12 Cab,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",GTR Amp,Hiwatt SE4123F,,4x12 CAB,Hiwatt SE4123F ALT (Tone),,,,,,,,,,,,,
Acme Case Speaker,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",GTR Amp,Silvertone 1457,,1x8 CAB Jensen C8R,,,,,,,,,,,,,,
"Bass 15""",Waves,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",GTR Amp,Fender Bassman 115,,,,,,,,,,,,,,,,
Bass 6x10 ,Waves,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",GTR Amp,Ampeg SVT610HLF,,6x10,Ampeg SVT610HLF DNU,,,,,,,,,,,,,
"Bass E15 15"" + (4x10)""",Waves,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",GTR Amp,Eden EX410SC4,,,,,,,,,,,,,,,,
Bass M1516 ,Waves,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",GTR Amp,Mesa/Boogie 1516,,,,,,,,,,,,,,,,
Coil 88,Waves,Microphone,Microphone,Modeled,Modeled,GTR Amp,Beyerdynamic M88,,,Embedded in GTR ,,,,,,,,,,,,,
Cond 87,Waves,Microphone,Microphone,Modeled,Modeled,GTR Amp,Neumann U87,,,Embedded in GTR ,,,,,,,,,,,,,
Cond GR,Waves,Microphone,Microphone,Modeled,Modeled,GTR Amp,Manley Reference Gold,,,Embedded in GTR ,,,,,,,,,,,,,
Cond VM1,Waves,Microphone,Microphone,Modeled,Modeled,GTR Amp,Brauner VM1,,,Embedded in GTR ,,,,,,,,,,,,,
"Dyn
Dyn RE20",Waves,Microphone,Microphone,Modeled,Modeled,GTR Amp,Electro-Voice RE20,,,Embedded in GTR ,,,,,,,,,,,,,
Dyn 409,Waves,Microphone,Microphone,Modeled,Modeled,GTR Amp,Sennheiser MD409N (Echolette ES-14),,,Embedded in GTR ,,,,,,,,,,,,,
Dyn 421,Waves,Microphone,Microphone,Modeled,Modeled,GTR Amp,Sennheiser MD421 II,,,Embedded in GTR ,,,,,,,,,,,,,
Dyn 57,Waves,Microphone,Microphone,Modeled,Modeled,GTR Amp,Shure SM57,,,Embedded in GTR ,,,,,,,,,,,,,
GTR Amp Bass - Activator,Waves,"Amp & Cab, Preamps","Amp & Cab, Preamps","Bass, Modeled","Bass, Modeled",GTR Amp,Sadowsky Onboard Bass Preamp,,,,,,,,,,,,,,,,
GTR Amp Bass - Directube,Waves,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",GTR Amp,"Countryman Type 85 Direct Box
Telefunken V72",,,,,,,,,,,,,,,,
"GTR Amp Bass - Mo' Town
Bass 15"" Fliptop (Cab)",Waves,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",GTR Amp,Ampeg B-15N,,,B-15N DNU,,,,,,,,,,,,,
GTR Amp Bass - OverBass,Waves,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",GTR Amp,Mesa/Boogie Bass 400+,,,Mesa/Boogie Bass 400+ ALT (Tone),,,,,,,,,,,,,
GTR Amp Bass - SuperTube,Waves,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",GTR Amp,Ampeg SVT,,,Ampeg SVT DNU,,,,,,,,,,,,,
GTR Amp Bass - Thunder,Waves,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",GTR Amp,Eden WT800,,,Eden WT800 ALT (Tone),,,,,,,,,,,,,
GTR Amp Clean - Direct,Waves,Amp & Cab,Amp & Cab,Guitar,Guitar,GTR Amp,,,"full frequency, transparent tone",,,,,,,,,,,,,,
GTR Amp Clean - Punchy,Waves,Amp & Cab,Amp & Cab,Guitar,Guitar,GTR Amp,,,inspired by a 100W Marshall head,,,,,,,,,,,,,,
GTR Amp Clean - Warm,Waves,Amp & Cab,Amp & Cab,Guitar,Guitar,GTR Amp,,,inspired by a boutique amp from Paul Reed Smith's private collection,,,,,,,,,,,,,,
"GTR Amp Drive - Cream
Acme 12"" OpenBack (Cab)",Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",GTR Amp,Ampeg G-12 Gemini I,,,,,,,,,,,,,,,,
GTR Amp Drive - Scream,Waves,Amp & Cab,Amp & Cab,Guitar,Guitar,GTR Amp,,,inspired by a boutique amp from Paul Reed Smith's private collection,,,,,,,,,,,,,,
GTR Amp High Gain - Hot,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",GTR Amp,Koch Twintone,,,,,,,,,,,,,,,,
GTR Amp High Gain - Inferno,Waves,Amp & Cab,Amp & Cab,Guitar,Guitar,GTR Amp,,,Waves virtual model w/ super-high distortion and extremely fast cleanup,,,,,,,,,,,,,,
GTR Amp High Gain - Modern,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",GTR Amp,Mesa/Boogie Dual Rectifier,,,Mesa/Boogie Dual Rectifier DNU,,,,,,,,,,,,,
GTR Amp High Gain - Monster,Waves,Amp & Cab,Amp & Cab,Guitar,Guitar,GTR Amp,,,inspired by a 100W Marshall head,,,,,,,,,,,,,,
GTR Amp High Gain - Supernatural,Waves,Amp & Cab,Amp & Cab,Guitar,Guitar,GTR Amp,,,inspired by a boutique amp from Paul Reed Smith's private collection,,,,,,,,,,,,,,
GTR Amp Neil Citron - Legatron Clean / Crunch,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",GTR Amp,Carvin Legacy V100,,"2 Channels (Clean, Crunch)",,,,,,,,,,,,,,
GTR Amp Neil Citron - Plexitron Lite / Crunch,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",GTR Amp,Marshall 1959 Super Lead Plexi,,2 Channels,Marshall 1959 SLP DNU,,,,,,,,,,,,,
GTR Amp Neil Citron - Thermitron Clean / Crunch,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",GTR Amp,Ibanez TN120 Thermion,,"2 Channels (Clean, Crunch)",,,,,,,,,,,,,,
Ribb 122,Waves,Microphone,Microphone,Modeled,Modeled,GTR Amp,Royer R122,,,Embedded in GTR AMP,,,,,,,,,,,,,
Ribb 44,Waves,Microphone,Microphone,Modeled,Modeled,GTR Amp,RCA 44,,,Embedded in GTR Amp,,,,,,,,,,,,,
Ribb 84,Waves,Microphone,Microphone,Modeled,Modeled,GTR Amp,AEA R84,,,Embedded in GTR AMP,,,,,,,,,,,,,
"12"" OpenBack",Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled","GTR Amp, GTR Solo / Solo Rack",Mesa/Boogie 1x12 Boogie 23,,1x12 CAB Electro-Voice EVM12L,,,,,,,,,,,,,,
2x12 Closedback,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled","GTR Amp, GTR Solo / Solo Rack",Marshall 1936,,2x12 CAB closed back Celestion G12M Greenbacks,Marshall 1936 ALT (Tone),,,,,,,,,,,,,
2x12 OpenBack,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled","GTR Amp, GTR Solo / Solo Rack",Vox AC30,,2x12 CAB,Vox AC30 (CAB) DNU,,,,,,,,,,,,,
4x10 Openback,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled","GTR Amp, GTR Solo / Solo Rack",Fender '65 Super Reverb,,4x10 CAB Fender CTS,Fender '65 Super Reverb (CAB) DNU,,,,,,,,,,,,,
4x12 Standard,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled","GTR Amp, GTR Solo / Solo Rack",Marshall 1960A,,4x12 CAB,Marshall 1960A DNU,,,,,,,,,,,,,
4x12 Vintage,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled","GTR Amp, GTR Solo / Solo Rack",Marshall 1960AX,,4x12 CAB,Marshall 1960AX ALT (Tone),,,,,,,,,,,,,
"Acme 12"" custom",Waves,Amp & Cab,Amp & Cab,Guitar,Guitar,"GTR Amp, GTR Solo / Solo Rack",,,1x12 CAB (Custom cab designed by Ted Jensen of Sterling Sound),,,,,,,,,,,,,,
Acme 2x12 Cabinet / Vintage,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled","GTR Amp, GTR Solo / Solo Rack",Vox AC30,,(1962) 2x12 CAB,Vox AC30 (CAB) DNU,,,,,,,,,,,,,
"Acme 8"" OpenBack",Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled","GTR Amp, GTR Solo / Solo Rack",Gibson GA-5 Skylark,,1x8 Jensen C8R,,,,,,,,,,,,,,
Bass 8x10 Pro,Waves,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled","GTR Amp, GTR Solo / Solo Rack",Ampeg SVT810AV,,8x10,Ampeg SVT610HLF DNU,,,,,,,,,,,,,
GTR Amp Bass - SolidState,Waves,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled","GTR Amp, GTR Solo / Solo Rack",Hartke HA3500,,,,,,,,,,,,,,,,
GTR Amp Clean - Clean,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled","GTR Amp, GTR Solo / Solo Rack",Fender '59 Bassman,,,Fender ’59 Bassman DNU,,,,,,,,,,,,,
GTR Amp Clean - Sweet,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled","GTR Amp, GTR Solo / Solo Rack",Gibson GA-5 Skylark,,(1968),,,,,,,,,,,,,,
GTR Amp Drive - Drive,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled","GTR Amp, GTR Solo / Solo Rack",Fender '65 Super Reverb,,,Fender '65 Super Reverb DNU,,,,,,,,,,,,,
GTR Amp Drive - Edgy,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled","GTR Amp, GTR Solo / Solo Rack",Vox AC30,,TB-2 (1980),,,,,,,,,,,,,,
GTR Amp Drive - Overdrive,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled","GTR Amp, GTR Solo / Solo Rack",Marshall JMP 2203,,,Marshall JMP 2203  DNU,,,,,,,,,,,,,
GTR Amp High Gain - Crunch,Waves,Amp & Cab,Amp & Cab,Guitar,Guitar,"GTR Amp, GTR Solo / Solo Rack",,Paul Reed Smith,inspired by a custom Garcia from Paul Reed Smith's private collection,,,,,,,,,,,,,,
GTR Amp High Gain - Crush / PRS Crush,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled","GTR Amp, GTR Solo / Solo Rack",Marshall JMP 2204 MK2,,modded,,,,,,,,,,,,,,
GTR Amp High Gain - Scorch / PRS Scorch,Waves,Amp & Cab,Amp & Cab,Guitar,Guitar,"GTR Amp, GTR Solo / Solo Rack",,Paul Reed Smith,inspired by a boutique amp from Paul Reed Smith's private collection,,,,,,,,,,,,,,
GTR Amp High Gain - Shredder,Waves,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled","GTR Amp, GTR Solo / Solo Rack",Marshall JMP-1,,,Marshall JMP-1 ALT (Tone),,,,,,,,,,,,,
GTR Chorus,Waves,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp","GTR Solo / Solo Rack, GTR Stomp",,,,,,,,,,,,,,,,,
GTR Delay,Waves,Delay,Delay,"Guitar, Stomp","Guitar, Stomp","GTR Solo / Solo Rack, GTR Stomp",,,,,,,,,,,,,,,,,
GTR Distortion,Waves,Harmonic Coloration,Harmonic Coloration,"Guitar, Stomp","Guitar, Stomp","GTR Solo / Solo Rack, GTR Stomp",,,,,,,,,,,,,,,,,
GTR EQ,Waves,EQ,EQ,"Guitar, Stomp","Guitar, Stomp","GTR Solo / Solo Rack, GTR Stomp",,,,,,,,,,,,,,,,,
GTR Flanger,Waves,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp","GTR Solo / Solo Rack, GTR Stomp",,,,,,,,,,,,,,,,,
GTR Gate / Comp,Waves,Dynamics,Dynamics,"Guitar, Stomp","Guitar, Stomp","GTR Solo / Solo Rack, GTR Stomp",,,,,,,,,,,,,,,,,
GTR Overdrive,Waves,Harmonic Coloration,Harmonic Coloration,"Guitar, Stomp","Guitar, Stomp","GTR Solo / Solo Rack, GTR Stomp",,,,,,,,,,,,,,,,,
GTR Phaser,Waves,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp","GTR Solo / Solo Rack, GTR Stomp",,,,,,,,,,,,,,,,,
GTR Pitcher,Waves,Pitch,Pitch,"Guitar, Stomp","Guitar, Stomp","GTR Solo / Solo Rack, GTR Stomp",,,,,,,,,,,,,,,,,
GTR Spring,Waves,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp","GTR Solo / Solo Rack, GTR Stomp",,,,,,,,,,,,,,,,,
GTR Vibrolo,Waves,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp","GTR Solo / Solo Rack, GTR Stomp",,,,,,,,,,,,,,,,,
GTR Volume,Waves,Dynamics,Dynamics,"Guitar, Stomp","Guitar, Stomp","GTR Solo / Solo Rack, GTR Stomp",,,,,,,,,,,,,,,,,
GTR WahWah,Waves,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp","GTR Solo / Solo Rack, GTR Stomp",,,,,,,,,,,,,,,,,
GTR AxxPress,Waves,Dynamics,Dynamics,"Guitar, Stomp","Guitar, Stomp",GTR Stomp,,,,,,,,,,,,,,,,,
GTR Bass Pitcher,Waves,Pitch,Pitch,"Guitar, Stomp, ","Guitar, Stomp",GTR Stomp,,,,,,,,,,,,,,,,,
GTR Buzz,Waves,Harmonic Coloration,Harmonic Coloration,"Guitar, Stomp","Guitar, Stomp",GTR Stomp,,,,,,,,,,,,,,,,,
GTR Compressor,Waves,Dynamics,Dynamics,"Guitar, Stomp","Guitar, Stomp",GTR Stomp,,,,,,,,,,,,,,,,,
GTR Doubler,Waves,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",GTR Stomp,,,,,,,,,,,,,,,,,
GTR Fuzz,Waves,Harmonic Coloration,Harmonic Coloration,"Guitar, Stomp","Guitar, Stomp",GTR Stomp,,,,,,,,,,,,,,,,,
GTR Gate,Waves,Dynamics,Dynamics,"Guitar, Stomp","Guitar, Stomp",GTR Stomp,,,,,,,,,,,,,,,,,
GTR Lay-D,Waves,"Delay, Pitch","Delay, Pitch","Guitar, Stomp, ","Guitar, Stomp",GTR Stomp,,,,,,,,,,,,,,,,,
GTR Metal,Waves,Harmonic Coloration,Harmonic Coloration,"Guitar, Stomp","Guitar, Stomp",GTR Stomp,,,,,,,,,,,,,,,,,
GTR Octaver,Waves,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",GTR Stomp,,,,,,,,,,,,,,,,,
GTR Panner,Waves,Dynamics,Dynamics,"Guitar, Stomp","Guitar, Stomp",GTR Stomp,,,,,,,,,,,,,,,,,
GTR Reverb,Waves,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",GTR Stomp,,,,,,,,,,,,,,,,,
GTR Tone,Waves,EQ,EQ,"Guitar, Stomp","Guitar, Stomp",GTR Stomp,,,,,,,,,,,,,,,,,
Dark Mass,Waves,Amp & Cab,Amp & Cab,Bass,Bass,Voltage Amps,,,runs the gamut from ’80s to present day.,,,,,,,,,,,,,,
Abbey Road Chambers,Waves,"Reverb & Room, Delay","Delay, Reverb & Room",Modeled,Modeled,,EMI STEED,,,,,Plugin,AU,16.7.33,,,,,,,,,
Abbey Road EMI TG12345,Waves,"Dynamics, EQ, Preamps","Dynamics, EQ, Preamps",Modeled,Modeled,,EMI TG12345 Console,,,EMI TG12345 TOP,,Plugin,AU,16.7.33,,,,,,,,,
Abbey Road J37 Tape,Waves,Harmonic Coloration,Harmonic Coloration,Modeled,Modeled,,Studer J37,,,,,Plugin,AU,16.7.33,,,,,,,,,
Abbey Road Plates,Waves,Reverb & Room,Reverb & Room,Modeled,Modeled,,EMT 140 ST,,Specific unit from Abbey Road,EMT 140 ST TOP,,Plugin,AU,16.7.33,,,,,,,,,
Abbey Road REDD.17,Waves,Preamps,Preamps,Modeled,Modeled,,EMI REDD.17,,,,,Plugin,AU,16.7.33,,,,,,,,,
Abbey Road REDD.37.51,Waves,Preamps,Preamps,Modeled,Modeled,,"EMI REDD.37
EMI REDD.51",,,,,Plugin,AU,16.7.33,,,,,,,,,
Abbey Road Reel ADT,Waves,Modulation,Modulation,Modeled,Modeled,,EMI ADT,,single modulation,,,Plugin,AU,16.7.33,,,,,,,,,
Abbey Road Reel ADT Live,Waves,Modulation,Modulation,"Live Sound, Modeled, REMOVE","Live Sound, Modeled, REMOVE",,EMI ADT,,single modulation,,,Plugin,AU,16.7.33,,,,,,,,,
Abbey Road Reel ADT2V,Waves,Modulation,Modulation,Modeled,Modeled,,EMI ADT,,Adds a second ADT Modulation,,,Plugin,AU,16.7.33,,,,,,,,,
Abbey Road Reel ADT2V Live,Waves,Modulation,Modulation,"Live Sound, Modeled, REMOVE","Live Sound, Modeled, REMOVE",,EMI ADT,,Adds a second ADT Modulation,,,Plugin,AU,16.7.33,,,,,,,,,
Abbey Road RS124,Waves,Dynamics,Dynamics,Modeled,Modeled,,EMI RS124 Compressor,,,,,Plugin,AU,16.7.33,,,,,,,,,
Abbey Road RS56 Passive EQ,Waves,EQ,EQ,Modeled,Modeled,,EMI RS56 Curve Bender,,,,,Plugin,AU,16.7.33,,,,,,,,,
Abbey Road Saturator,Waves,"Dynamics, Harmonic Coloration","Dynamics, Harmonic Coloration",Modeled,Modeled,,EMI TG12321 Compander,,,,,Plugin,AU,16.7.33,,,,,,,,,
Abbey Road TG Mastering,Waves,"Dynamics, EQ, Preamps, Spatial Imaging","Dynamics, EQ, Preamps, Spatial Imaging","Mastering, Modeled","Mastering, Modeled",,"EMI TG12410 Transfer Console
EMI TG12411 Input Module
EMI TG12412 Tone Module
EMI TG12413 Limiter Module
EMI TG12414 Filter Module
EMI TG12416 Output Module",,,,,Plugin,AU,16.7.33,,,,,,,,,
Abbey Road TG Mastering Live,Waves,"Dynamics, EQ, Preamps, Spatial Imaging","Dynamics, EQ, Preamps, Spatial Imaging","Live Sound, Modeled, REMOVE","Live Sound, Modeled, REMOVE",,"EMI TG12410 Transfer Console
EMI TG12411 Input Module
EMI TG12412 Tone Module
EMI TG12413 Limiter Module
EMI TG12414 Filter Module
EMI TG12416 Output Module",,,,,Plugin,AU,16.7.33,,,,,,,,,
Abbey Road The King's Microphones,Waves,"Microphone, Container","Container, Microphone",Modeled,Modeled,,"EMI King George V
EMI King George VI
EMI Queen Elizabeth",,,,,Plugin,AU,16.7.33,,,,,,,,,
Abbey Road Vinyl,Waves,Harmonic Coloration,Harmonic Coloration,,,,,,vinyl saturation,,,Plugin,AU,16.7.33,,,,,,,,,
Aphex Vintge Exciter,Waves,Harmonic Coloration,Harmonic Coloration,"Mastering, Modeled, Voice","Mastering, Modeled, Voice",,Aphex 402 Aural Exciter,,,,,Plugin,AU,16.7.33,,,,,,,,,
API-2500,Waves,Dynamics,Dynamics,Modeled,Modeled,,API 2500 Stereo Bus Compressor,,,API 2500 Stereo Bus Compressor ALT (Tone),,Plugin,AU,16.7.33,,,,,,,,,
API-550A,Waves,EQ,EQ,Modeled,Modeled,,API 550A Discrete 3 Band EQ,,,API 550A Discrete 3 Band EQ ALT (Tone) ,,Plugin,AU,16.7.33,,,,,,,,,
API-550B,Waves,EQ,EQ,Modeled,Modeled,,API 550B 4 Band EQ,,,API 550B 4 Band EQ TOP,,Plugin,AU,16.7.33,,,,,,,,,
API-560,Waves,EQ,EQ,Modeled,Modeled,,API 560 10-Band Graphic EQ,,,API 560 10-Band Graphic EQ ALT (Tone),,Plugin,AU,16.7.33,,,,,,,,,
AudioTrack,Waves,"Dynamics, EQ","Dynamics, EQ",Channel Strip,Channel Strip,,,,"4-Band parameteric/paragraphic EQ, peak-reference compressor/gate/expander",,,Plugin,AU,16.7.33,,,,,,,,,
Bass Rider,Waves,Dynamics,Dynamics,Bass,Bass,,,,Automatic Leveler (not a compressor) designed for bass instruments,,,Plugin,AU,16.7.33,,,,,,,,,
Bass Rider Live,Waves,Dynamics,Dynamics,"Bass, Live Sound, REMOVE","Bass, Live Sound, REMOVE",,,,Automatic Leveler (not a compressor) designed for bass instruments; designed for Live performance,,,Plugin,AU,16.7.33,,,,,,,,,
Berzerk Distortion,Waves,Harmonic Coloration,Harmonic Coloration,,,,,,"Distortion w/ feedback, dynamics/rider, EQ",,,Plugin,AU,16.7.33,,,,,,,,,
Brauer Motion,Waves,"Modulation, Spatial Imaging","Modulation, Spatial Imaging",,,,,Michael Brauer,"auto-panner w modulation, dynamics, filters",Specialty Creative Tool; (Secondary Auto-Panner to SoundToys Pan Man),,Plugin,AU,16.7.33,,,,,,,,,
Butch Vig Vocals,Waves,"Dynamics, EQ, Harmonic Coloration","Dynamics, EQ, Harmonic Coloration",Voice,Voice,,,Butch Vig," 3-band EQ, DeEsser, Compression (based on Summit TLA-100, UREI 1176) , Tube / Solid State distortion.",,,Plugin,AU,16.7.33,,,,,,,,,
C1 comp,Waves,Dynamics,Dynamics,,,,,,Wideband compander (compressor / expander) w/o SC. Tracking,,,Plugin,AU,16.7.33,,,,,,,,,
C1 comp-gate,Waves,Dynamics,Dynamics,,,,,,Wideband compressor / gate w/o SC. Track insert,,,Plugin,AU,16.7.33,,,,,,,,,
C1 comp-sc,Waves,Dynamics,Dynamics,Mastering,Mastering,,,,"Compressor w/ SC or split-band compression; (HF /LF limiter, de-esser, de-popper, SC drum gate, multi-frequency limiter / compressor / expander) Mastering / 2-Bus",,,Plugin,AU,16.7.33,,,,,,,,,
C1 gate,Waves,Dynamics,Dynamics,,,,,,Wideband gate / downward expander w/o SC. Tracking,,,Plugin,AU,16.7.33,,,,,,,,,
C4,Waves,"Dynamics, EQ","Dynamics, EQ",,,,,,4 band parametric processor,,,Plugin,AU,16.7.33,,,,,,,,,
C6,Waves,"Dynamics, EQ","Dynamics, EQ",,,,,,6-band paragraphic dynamics processor,,,Plugin,AU,16.7.33,,,,,,,,,
C6 SideChain,Waves,"Dynamics, EQ","Dynamics, EQ",,,,,,6-band paragraphic dynamics processor w/ independent SC per band,,,Plugin,AU,16.7.33,,,,,,,,,
CLA Bass,Waves,"EQ, Dynamics, Harmonic Coloration, Pitch","Dynamics, EQ, Harmonic Coloration, Pitch",Bass,Bass,,,Chris Lord-Alge,"bass instrument effects chain: (2-band EQ, compression, subharmonic enhancer, distortion, pitch modulation)",,,Plugin,AU,16.7.33,,,,,,,,,
CLA Drums,Waves,"EQ, Dynamics, Reverb & Room, Delay","Delay, Dynamics, EQ, Reverb & Room",Drums,Drums,,,Chris Lord-Alge,"drum instrument effects chain: (drum type presets; 2-band EQ, compression, reverb, noise gate, delay)",,,Plugin,AU,16.7.33,,,,,,,,,
CLA EchoSphere,Waves,"Delay, Reverb & Room, Modulation","Delay, Modulation, Reverb & Room",,,,,Chris Lord-Alge,"slap delay, plate reverb, modulation",,,Plugin,AU,16.7.33,,,,,,,,,
CLA Effects,Waves,"Delay, Modulation, EQ, Pitch, Reverb & Room","Delay, EQ, Modulation, Pitch, Reverb & Room",,,,,Chris Lord-Alge,"short/long delay, HF shelf filter, reverb, pitch modulation",,,Plugin,AU,16.7.33,,,,,,,,,
CLA Epic,Waves,"Delay, Reverb & Room","Delay, Reverb & Room",,,,,Chris Lord-Alge,big 80s sound; 4 delays; 4 reverbs,,,Plugin,AU,16.7.33,,,,,,,,,
CLA Guitars,Waves,"EQ, Dynamics, Pitch, Modulation, Reverb & Room, Delay","Delay, Dynamics, EQ, Modulation, Pitch, Reverb & Room",Guitar,Guitar,,,Chris Lord-Alge,"guitar instrument effects chain: (guitar tone presets; 2-band EQ, compression, reverb, delay, pitch modulation)",,,Plugin,AU,16.7.33,,,,,,,,,
CLA MixDown,Waves,"EQ, Harmonic Coloration, Dynamics","Dynamics, EQ, Harmonic Coloration",Mastering,Mastering,,,Chris Lord-Alge,"2-band EQ; compression, distortion",,,Plugin,AU,16.7.33,,,,,,,,,
CLA MixHub,Waves,"EQ, Spatial Imaging, Dynamics","Dynamics, EQ, Spatial Imaging",,,,,Chris Lord-Alge,"creates a mix group of up to 8 buckets of 8 tracks in a single plugin , w/ Gate/Expander, compression, pan/level, stereo linking",,,Plugin,AU,16.7.33,,,,,,,,,
